Station Code,DateTimeStamp,Monitoring Program,REP,F_Record,PO4F_C,PO4F,F_PO4F,TDP_C,TDP,F_TDP,TP_C,TP,F_TP,PHOSP_C,PHOSP,F_PHOSP,NH4F_C,NH4F,F_NH4F,NO2F_C,NO2F,F_NO2F,NO3F_C,NO3F,F_NO3F,NO23F_C,NO23F,F_NO23F,DIN_C,DIN,F_DIN,TDN_C,TDN,F_TDN,TN_C,TN,F_TN,PN_C,PN,F_PN,UncCHLa_N_C,UncCHLa_N,F_UncCHLa_N,CHLA_N_C,CHLA_N,F_CHLA_N,PHEA_C,PHEA,F_PHEA,POC_C,POC,F_POC,SiO4F_C,SiO4F,F_SiO4F,TSS_C,TSS,F_TSS,WTEM_N_C,WTEM_N,F_WTEM_N,SALT_N_C,SALT_N,F_SALT_N,DO_N_C,DO_N,F_DO_N,PH_N_C,PH_N,F_PH_N,TURB_N_C,TURB_N,F_TURB_N,COLOR_C,COLOR,F_COLOR,SECCHI_C,SECCHI,F_SECCHI,IRR0_N_C,IRR0_N,F_IRR0_N,IRR1_N_C,IRR1_N,F_IRR1_N,Kd_N_C,Kd_N,F_Kd_N
gtmpinut,6/5/2002 11:20,1,1,,B,0.002,<4>,M,,<4>,,0.07,<4>,C - M,,<4>,,0.023,<4>,,0.002,<4>,C,0.0025,<4>,,0.0045,<4>,C,0.028,<4>,M,,<4>,,0.5323,<4>,C - M,,<4>,,8.8,<4>,,5.8,<4>,,5.4,<4>,,1.35,<4>,,3.206,<4>,,90,<4>,,29.9,<4>,,35.3,<4>,,4,<4>,,7.5,<4>,,4.1,<4>,,18,<4>,,0.8,<4>,,1434,<4>,,296.3,<4>,C,1.577,<4>
gtmpinut,6/5/2002 11:20,1,2,,B,0.002,<4>,M,,<4>,,0.076,<4>,C - M,,<4>,,0.023,<4>,,0.0024,<4>,C,0.0019,<4>,,0.0043,<4>,C,0.027,<4>,M,,<4>,,0.613,<4>,C - M,,<4>,,12.2,<4>,,8.7,<4>,,6.4,<4>,M,,<4>,,3.187,<4>,,91,<4>,,29.9,<4>,,35.3,<4>,,4,<4>,,7.5,<4>,,5.1,<4>,,19,<4>,,0.8,<4>,,1434,<4>,,296.3,<4>,C,1.577,<4>
gtmpcnut,6/5/2002 12:35,1,1,,B,0.002,<4>,M,,<4>,,0.082,<4>,C - M,,<4>,,0.025,<4>,,0.0019,<4>,C,0.0005,<4>,,0.0024,<4>,C,0.027,<4>,M,,<4>,,0.5315,<4>,C - M,,<4>,,12.3,<4>,,9.2,<4>,,5.8,<4>,,1.53,<4>,,5.514,<4>,,52,<4>,,31.9,<4>,,19.1,<4>,,5.4,<4>,,7.5,<4>,,4.1,<4>,,41,<4>,,0.9,<4>,,1816,<4>,,136.3,<4>,C,2.59,<4>
gtmpcnut,6/5/2002 12:35,1,2,,B,0.002,<4>,M,,<4>,,0.078,<4>,C - M,,<4>,,0.016,<4>,,0.0015,<4>,C,0.0004,<4>,,0.0019,<4>,C,0.018,<4>,M,,<4>,,0.5199,<4>,C - M,,<4>,,12.2,<4>,,9.2,<4>,,5.6,<4>,,1.37,<4>,,5.503,<4>,,38,<4>,,31.9,<4>,,19.1,<4>,,5.4,<4>,,7.5,<4>,,4.6,<4>,,44,<4>,,0.9,<4>,,1816,<4>,,136.3,<4>,C,2.59,<4>
gtmfmnut,6/5/2002 14:30,1,1,,,0.009,<4>,M,,<4>,,0.028,<4>,C - M,,<4>,,0.02,<4>,B,0.0014,<4>,C - B,,<4>,,0.0027,<4>,C,0.023,<4>,M,,<4>,,0.2354,<4>,C - M,,<4>,,3.2,<4>,,2.4,<4>,,1.2,<4>,,0.68,<4>,,0.573,<4>,,66,<4>,,27.2,<4>,,33.9,<4>,,5.8,<4>,,8,<4>,,2.1,<4>,,5,<4>,,2,<4>,,1424,<4>,,696.7,<4>,C,0.715,<4>
gtmfmnut,6/5/2002 14:30,1,2,,,0.008,<4>,M,,<4>,,0.026,<4>,C - M,,<4>,,0.014,<4>,B,0.0014,<4>,C - B,,<4>,,0.0037,<4>,C,0.018,<4>,M,,<4>,,0.2311,<4>,C - M,,<4>,,3.1,<4>,,1.6,<4>,,1,<4>,,0.45,<4>,,0.695,<4>,,51,<4>,,27.2,<4>,,33.9,<4>,,5.8,<4>,,8,<4>,,1.4,<4>,,5,<4>,,2,<4>,,1424,<4>,,696.7,<4>,C,0.715,<4>
gtmpcnut,7/8/2002 14:50,2,1,,,0.049,<4>,M,,<4>,,0.09,<4>,C - M,,<4>,,0.131,<4>,,0.0142,<4>,C,0.0064,<4>,,0.0206,<4>,C,0.152,<4>,M,,<4>,,1.8333,<4>,C - M,,<4>,,8.4,<4>,,4,<4>,,7.9,<4>,M,,<4>,,8.517,<4>,M,,<4>,M,,<4>,,0.3,<4>,M,,<4>,M,,<4>,,3.9,<4>,,471,<4>,M,,<4>,M,,<4>,M,,<4>,C - M,,<4>
gtmpcnut,7/8/2002 15:55,1,1,,,0.05,<4>,M,,<4>,,0.093,<4>,C - M,,<4>,,0.072,<4>,,0.0154,<4>,C,0.0086,<4>,,0.024,<4>,C,0.096,<4>,M,,<4>,,1.4024,<4>,C - M,,<4>,,12,<4>,,10.7,<4>,,2.6,<4>,,1.495,<4>,,8.937,<4>,,8,<4>,,28.9,<4>,,0.2,<4>,,4.4,<4>,,7.8,<4>,,4.7,<4>,,492,<4>,,0.4,<4>,,384.3,<4>,,0.3,<4>,C,7.155,<4>
gtmpcnut,7/8/2002 15:55,1,2,,,0.056,<4>,M,,<4>,,0.094,<4>,C - M,,<4>,,0.074,<4>,,0.0089,<4>,C,0.0056,<4>,,0.0145,<4>,C,0.089,<4>,M,,<4>,,1.3807,<4>,C - M,,<4>,,10.7,<4>,,8,<4>,,4.8,<4>,,1.289,<4>,,8.797,<4>,,6,<4>,,28.9,<4>,,0.2,<4>,,4.4,<4>,,7.8,<4>,,4.3,<4>,,490,<4>,,0.4,<4>,,384.3,<4>,,0.3,<4>,C,7.155,<4>
gtmpcnut,7/8/2002 16:50,2,1,,,0.043,<4>,M,,<4>,,0.087,<4>,C - M,,<4>,,0.129,<4>,,0.0165,<4>,C,0.0057,<4>,,0.0222,<4>,C,0.151,<4>,M,,<4>,,1.9512,<4>,C - M,,<4>,,7.1,<4>,,4.9,<4>,,3.9,<4>,M,,<4>,,8.903,<4>,M,,<4>,M,,<4>,,0.2,<4>,M,,<4>,M,,<4>,,4.2,<4>,,491,<4>,M,,<4>,M,,<4>,M,,<4>,C - M,,<4>
gtmpcnut,7/8/2002 18:50,2,1,,,0.054,<4>,M,,<4>,,0.117,<4>,C - M,,<4>,,0.072,<4>,,0.0148,<4>,C,0.0029,<4>,,0.0177,<4>,C,0.09,<4>,M,,<4>,,1.5733,<4>,C - M,,<4>,,18.6,<4>,,13.6,<4>,,9,<4>,M,,<4>,,8.461,<4>,M,,<4>,M,,<4>,,0.3,<4>,M,,<4>,M,,<4>,,4.6,<4>,,483,<4>,M,,<4>,M,,<4>,M,,<4>,C - M,,<4>
gtmpcnut,7/8/2002 20:50,2,1,,,0.047,<4>,M,,<4>,,0.141,<4>,C - M,,<4>,,0.075,<4>,,0.0089,<4>,C,0.0035,<4>,,0.0124,<4>,C,0.087,<4>,M,,<4>,,0.9869,<4>,C - M,,<4>,,32.2,<4>,,25.5,<4>,,12.5,<4>,M,,<4>,,8.326,<4>,M,,<4>,M,,<4>,,2.8,<4>,M,,<4>,M,,<4>,,6,<4>,,420,<4>,M,,<4>,M,,<4>,M,,<4>,C - M,,<4>
gtmpcnut,7/8/2002 22:50,2,1,,,0.042,<4>,M,,<4>,,0.114,<4>,C - M,,<4>,,0.087,<4>,,0.0032,<4>,C,0.0046,<4>,,0.0078,<4>,C,0.095,<4>,M,,<4>,,0.6369,<4>,C - M,,<4>,,27.8,<4>,,22.6,<4>,,9.8,<4>,M,,<4>,,6.531,<4>,M,,<4>,M,,<4>,,6.1,<4>,M,,<4>,M,,<4>,,10.2,<4>,,342,<4>,M,,<4>,M,,<4>,M,,<4>,C - M,,<4>
gtmpcnut,7/9/2002 0:50,2,1,,,0.052,<4>,M,,<4>,,0.126,<4>,C - M,,<4>,,0.079,<4>,,0.0126,<4>,C,0.0009,<4>,,0.0135,<4>,C,0.093,<4>,M,,<4>,,1.0036,<4>,C - M,,<4>,,21.2,<4>,,14.5,<4>,,12.2,<4>,M,,<4>,,8.727,<4>,M,,<4>,M,,<4>,,1.4,<4>,M,,<4>,M,,<4>,,5.2,<4>,,454,<4>,M,,<4>,M,,<4>,M,,<4>,C - M,,<4>
gtmpcnut,7/9/2002 2:50,2,1,,,0.056,<4>,M,,<4>,,0.106,<4>,C - M,,<4>,,0.083,<4>,,0.0138,<4>,C,0.0071,<4>,,0.0209,<4>,C,0.104,<4>,M,,<4>,,1.4335,<4>,C - M,,<4>,,9.1,<4>,,7.8,<4>,,2.5,<4>,M,,<4>,,8.557,<4>,M,,<4>,M,,<4>,,0.4,<4>,M,,<4>,M,,<4>,,4,<4>,,484,<4>,M,,<4>,M,,<4>,M,,<4>,C - M,,<4>
gtmpcnut,7/9/2002 4:50,2,1,,,0.053,<4>,M,,<4>,,0.092,<4>,C - M,,<4>,M,,<4>,,0.0151,<4>,C,0.0085,<4>,,0.0236,<4>,C - M,,<4>,M,,<4>,,1.364,<4>,C - M,,<4>,,8.8,<4>,,7.6,<4>,,2.4,<4>,M,,<4>,,8.592,<4>,M,,<4>,M,,<4>,,0.2,<4>,M,,<4>,M,,<4>,,3.6,<4>,,487,<4>,M,,<4>,M,,<4>,M,,<4>,C - M,,<4>
gtmpcnut,7/9/2002 6:50,2,1,,,0.055,<4>,M,,<4>,,0.097,<4>,C - M,,<4>,,0.075,<4>,,0.0138,<4>,C,0.0093,<4>,,0.0231,<4>,C,0.098,<4>,M,,<4>,,1.4124,<4>,C - M,,<4>,,10.5,<4>,,8.9,<4>,,3,<4>,M,,<4>,,8.441,<4>,M,,<4>,M,,<4>,,0.3,<4>,M,,<4>,M,,<4>,,3.5,<4>,,478,<4>,M,,<4>,M,,<4>,M,,<4>,C - M,,<4>
gtmpcnut,7/9/2002 8:50,2,1,,,0.055,<4>,M,,<4>,,0.106,<4>,C - M,,<4>,,0.073,<4>,,0.0145,<4>,C,0.007,<4>,,0.0215,<4>,C,0.095,<4>,M,,<4>,,1.3375,<4>,C - M,,<4>,,16.4,<4>,,14.1,<4>,,4.4,<4>,M,,<4>,,9.206,<4>,M,,<4>,M,,<4>,,0.1,<4>,M,,<4>,M,,<4>,,4.3,<4>,,478,<4>,M,,<4>,M,,<4>,M,,<4>,C - M,,<4>
gtmpcnut,7/9/2002 10:50,2,1,,,0.06,<4>,M,,<4>,,0.107,<4>,C - M,,<4>,,0.085,<4>,,0.0155,<4>,C,0.0074,<4>,,0.0229,<4>,C,0.108,<4>,M,,<4>,,1.3464,<4>,C - M,,<4>,,13,<4>,,9.6,<4>,,6.2,<4>,M,,<4>,,8.363,<4>,M,,<4>,M,,<4>,,0.6,<4>,M,,<4>,M,,<4>,,4.3,<4>,,489,<4>,M,,<4>,M,,<4>,M,,<4>,C - M,,<4>
gtmpcnut,7/9/2002 12:50,2,1,,,0.057,<4>,M,,<4>,,0.096,<4>,C - M,,<4>,,0.054,<4>,,0.0162,<4>,C,0.0076,<4>,,0.0238,<4>,C,0.078,<4>,M,,<4>,,1.4009,<4>,C - M,,<4>,,10.7,<4>,,8,<4>,,4.8,<4>,M,,<4>,,8.791,<4>,M,,<4>,M,,<4>,,0.3,<4>,M,,<4>,M,,<4>,,3.4,<4>,,486,<4>,M,,<4>,M,,<4>,M,,<4>,C - M,,<4>
gtmpinut,7/10/2002 10:12,1,1,,,0.012,<4>,M,,<4>,,0.045,<4>,C - M,,<4>,,0.042,<4>,,0.0019,<4>,C,0.0002,<4>,,0.0021,<4>,C,0.044,<4>,M,,<4>,,0.5405,<4>,C - M,,<4>,,13.9,<4>,,11.2,<4>,,5.1,<4>,,1.069,<4>,,1.201,<4>,,28,<4>,,29.7,<4>,,27.8,<4>,,4.4,<4>,,7.6,<4>,,3.5,<4>,,25,<4>,,1.1,<4>,,1062,<4>,,140.2,<4>,C,2.025,<4>
gtmpinut,7/10/2002 10:12,1,2,,,0.013,<4>,M,,<4>,,0.044,<4>,C - M,,<4>,,0.047,<4>,,0.0018,<4>,C,0.0011,<4>,,0.0029,<4>,C,0.05,<4>,M,,<4>,,0.5116,<4>,C - M,,<4>,M,,<4>,M,,<4>,M,,<4>,,0.947,<4>,,1.059,<4>,,28,<4>,,29.7,<4>,,27.8,<4>,,4.4,<4>,,7.6,<4>,,3.3,<4>,,25,<4>,,1.1,<4>,,1062,<4>,,140.2,<4>,C,2.025,<4>
gtmssnut,7/10/2002 11:39,1,1,,,0.022,<4>,M,,<4>,,0.067,<4>,C - M,,<4>,M,,<4>,,0.0041,<4>,C,0.0042,<4>,,0.0083,<4>,C - M,,<4>,M,,<4>,,0.4596,<4>,C - M,,<4>,,8.1,<4>,,6,<4>,,3.8,<4>,,2.172,<4>,,1.324,<4>,,68,<4>,,29.9,<4>,,32,<4>,,5,<4>,,7.9,<4>,,10.4,<4>,,15,<4>,,0.6,<4>,,1802,<4>,,154.7,<4>,C,2.455,<4>
gtmssnut,7/10/2002 11:39,1,2,,,0.018,<4>,M,,<4>,,0.061,<4>,C - M,,<4>,,0.112,<4>,,0.0035,<4>,C,0.0067,<4>,,0.0102,<4>,C,0.122,<4>,M,,<4>,,0.4932,<4>,C - M,,<4>,,8.6,<4>,,6.5,<4>,,4,<4>,,1.996,<4>,,1.285,<4>,,72,<4>,,29.9,<4>,,32,<4>,,5,<4>,,7.9,<4>,,12.5,<4>,,17,<4>,,0.6,<4>,,1802,<4>,,154.7,<4>,C,2.455,<4>
gtmfmnut,7/10/2002 12:57,1,1,,,0.012,<4>,M,,<4>,,0.037,<4>,C - M,,<4>,,0.027,<4>,,0.0014,<4>,C,0.0024,<4>,,0.0038,<4>,C,0.031,<4>,M,,<4>,,0.3452,<4>,C - M,,<4>,,10.9,<4>,,8,<4>,,5.3,<4>,,1.141,<4>,,1.191,<4>,,31,<4>,,29.8,<4>,,31.9,<4>,,5.4,<4>,,7.9,<4>,,0.6,<4>,,82,<4>,,1.1,<4>,,2079,<4>,,198.8,<4>,C,2.347,<4>
gtmfmnut,7/10/2002 12:57,1,2,,,0.012,<4>,M,,<4>,,0.04,<4>,C - M,,<4>,,0.039,<4>,,0.0022,<4>,C,0.0004,<4>,,0.0026,<4>,C,0.042,<4>,M,,<4>,,0.3208,<4>,C - M,,<4>,,12,<4>,,8.7,<4>,,5.9,<4>,,1.187,<4>,,1.352,<4>,,41,<4>,,29.8,<4>,,31.9,<4>,,5.4,<4>,,7.9,<4>,,0.2,<4>,,88,<4>,,1.1,<4>,,2079,<4>,,198.8,<4>,C,2.347,<4>
gtmpcnut,8/13/2002 13:45,2,1,,,0.034,<4>,M,,<4>,,0.09,<4>,C - M,,<4>,,0.101,<4>,,0.0115,<4>,C,0.0111,<4>,,0.0226,<4>,C,0.124,<4>,M,,<4>,,0.7614,<4>,C - M,,<4>,,9.6,<4>,,6.4,<4>,,5.3,<4>,,1.973,<4>,,3.864,<4>,M,,<4>,M,,<4>,M,,<4>,M,,<4>,M,,<4>,,7.1,<4>,,262,<4>,M,,<4>,M,,<4>,M,,<4>,C - M,,<4>
gtmpcnut,8/13/2002 15:45,2,1,,,0.041,<4>,M,,<4>,,0.098,<4>,C - M,,<4>,,0.056,<4>,,0.0068,<4>,C,0.0089,<4>,,0.0157,<4>,C,0.072,<4>,M,,<4>,,1.0619,<4>,C - M,,<4>,,6.8,<4>,,4.4,<4>,,4.2,<4>,,2.248,<4>,,4.513,<4>,M,,<4>,M,,<4>,M,,<4>,M,,<4>,M,,<4>,,9.4,<4>,,343,<4>,M,,<4>,M,,<4>,M,,<4>,C - M,,<4>
gtmpcnut,8/13/2002 17:45,2,1,,,0.051,<4>,M,,<4>,,0.108,<4>,C - M,,<4>,,0.04,<4>,,0.0077,<4>,C,0.0075,<4>,,0.0152,<4>,C,0.055,<4>,M,,<4>,,0.9997,<4>,C - M,,<4>,,4.7,<4>,,2.2,<4>,,4.1,<4>,,2.358,<4>,,3.919,<4>,M,,<4>,M,,<4>,M,,<4>,M,,<4>,M,,<4>,,6.4,<4>,,371,<4>,M,,<4>,M,,<4>,M,,<4>,C - M,,<4>
gtmpcnut,8/13/2002 19:45,2,1,,,0.054,<4>,M,,<4>,,0.095,<4>,C - M,,<4>,,0.042,<4>,,0.0113,<4>,C,0.011,<4>,,0.0223,<4>,C,0.064,<4>,M,,<4>,,1.2105,<4>,C - M,,<4>,,2.4,<4>,,1,<4>,,2.3,<4>,,1.408,<4>,,4.729,<4>,M,,<4>,M,,<4>,M,,<4>,M,,<4>,M,,<4>,,6,<4>,,380,<4>,M,,<4>,M,,<4>,M,,<4>,C - M,,<4>
gtmpcnut,8/13/2002 21:45,2,1,,,0.052,<4>,M,,<4>,,0.095,<4>,C - M,,<4>,,0.055,<4>,,0.011,<4>,C,0.0153,<4>,,0.0263,<4>,C,0.081,<4>,M,,<4>,,1.0885,<4>,C - M,,<4>,,2.7,<4>,,1.2,<4>,,2.6,<4>,,1.455,<4>,,5.173,<4>,M,,<4>,M,,<4>,M,,<4>,M,,<4>,M,,<4>,,5.5,<4>,,398,<4>,M,,<4>,M,,<4>,M,,<4>,C - M,,<4>
gtmpcnut,8/13/2002 23:45,2,1,,,0.048,<4>,M,,<4>,,0.099,<4>,C - M,,<4>,,0.078,<4>,,0.0129,<4>,C,0.0162,<4>,,0.0291,<4>,C,0.107,<4>,M,,<4>,,0.8924,<4>,C - M,,<4>,,5.3,<4>,,2.7,<4>,,4.6,<4>,,2.115,<4>,,3.966,<4>,M,,<4>,M,,<4>,M,,<4>,M,,<4>,M,,<4>,,6.7,<4>,,341,<4>,M,,<4>,M,,<4>,M,,<4>,C - M,,<4>
gtmpcnut,8/14/2002 1:45,2,1,,,0.046,<4>,M,,<4>,,0.086,<4>,C - M,,<4>,,0.1,<4>,,0.0125,<4>,C,0.016,<4>,,0.0285,<4>,C,0.129,<4>,M,,<4>,,1.021,<4>,C - M,,<4>,,5.6,<4>,,3.7,<4>,,3.5,<4>,,1.569,<4>,,4.114,<4>,M,,<4>,M,,<4>,M,,<4>,M,,<4>,M,,<4>,,6.7,<4>,,264,<4>,M,,<4>,M,,<4>,M,,<4>,C - M,,<4>
gtmpcnut,8/14/2002 3:45,2,1,,,0.05,<4>,M,,<4>,,0.094,<4>,C - M,,<4>,,0.072,<4>,,0.0075,<4>,C,0.0101,<4>,,0.0176,<4>,C,0.09,<4>,M,,<4>,,1.1518,<4>,C - M,,<4>,,4.6,<4>,,2.7,<4>,,3.4,<4>,,1.758,<4>,,4.718,<4>,M,,<4>,M,,<4>,M,,<4>,M,,<4>,M,,<4>,,6.7,<4>,,343,<4>,M,,<4>,M,,<4>,M,,<4>,C - M,,<4>
gtmpcnut,8/14/2002 5:45,2,1,,,0.053,<4>,M,,<4>,,0.109,<4>,C - M,,<4>,,0.059,<4>,,0.0085,<4>,C,0.0097,<4>,,0.0182,<4>,C,0.077,<4>,M,,<4>,,1.185,<4>,C - M,,<4>,,4.1,<4>,,2.2,<4>,,3.7,<4>,,2.504,<4>,,5.177,<4>,M,,<4>,M,,<4>,M,,<4>,M,,<4>,M,,<4>,,6.1,<4>,,400,<4>,M,,<4>,M,,<4>,M,,<4>,C - M,,<4>
gtmpcnut,8/14/2002 7:45,2,1,,,0.056,<4>,M,,<4>,,0.097,<4>,C - M,,<4>,,0.043,<4>,,0.0095,<4>,C,0.0095,<4>,,0.019,<4>,C,0.062,<4>,M,,<4>,,1.1889,<4>,C - M,,<4>,,2.1,<4>,,2.7,<4>,,2.3,<4>,,1.536,<4>,,6.783,<4>,M,,<4>,M,,<4>,M,,<4>,M,,<4>,M,,<4>,,7.4,<4>,,406,<4>,M,,<4>,M,,<4>,M,,<4>,C - M,,<4>
gtmpinut,8/14/2002 8:08,1,1,,,0.022,<4>,M,,<4>,,0.08,<4>,C - M,,<4>,,0.097,<4>,,0.0046,<4>,C,0.0042,<4>,,0.0088,<4>,C,0.106,<4>,M,,<4>,,0.5721,<4>,C - M,,<4>,,7.6,<4>,,4.9,<4>,,4.6,<4>,,2.454,<4>,,1.547,<4>,,57,<4>,,27.6,<4>,,32.1,<4>,M,,<4>,,7.4,<4>,,6.7,<4>,,32,<4>,,0.7,<4>,,307,<4>,,12,<4>,C,3.242,<4>
gtmpinut,8/14/2002 8:08,1,2,,,0.022,<4>,M,,<4>,,0.076,<4>,C - M,,<4>,,0.09,<4>,,0.0057,<4>,C,0.0027,<4>,,0.0084,<4>,C,0.098,<4>,M,,<4>,,0.5666,<4>,C - M,,<4>,,7.4,<4>,,4.7,<4>,,5,<4>,,2.152,<4>,,2.057,<4>,,70,<4>,,27.6,<4>,,32.1,<4>,M,,<4>,,7.4,<4>,,13,<4>,,44,<4>,,0.7,<4>,,307,<4>,,12,<4>,C,3.242,<4>
